FishKey,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90,Age_91,Age_92,Age_93,Age_94,Age_95,Age_96,Age_97,Age_98,Age_99,Age_100,Age_101,Age_102,Age_103,Age_104,Age_105,Age_106,Age_107,Age_108,Age_109,Age_110,Age_111,Age_112,Age_113,Age_114,Age_115,Age_116,Age_117,Age_118,Age_119,Age_120,Age_121,Age_122,Age_123,Age_124,Age_125,Age_126,Age_127,Age_128,Age_129,Age_130,Age_131,Age_132,Age_133,Age_134,Age_135,Age_136,Age_137,Age_138,Age_139,Age_140,Age_141,Age_142,Age_143,Age_144,Age_145,Age_146,Age_147,Age_148,Age_149,Age_150,Age_151,Age_152,Age_153,Age_154,Age_155,Age_156,Age_157,Age_158,Age_159,Age_160,Age_161,Age_162,Age_163
127_AUG_LAP01,3.138404468,3.518375859,3.849507739,4.246084564,4.98356117,5.708339505,6.505400314,7.749831039,8.716853344,9.693643552,10.86676859,11.96956474,13.21692583,14.6567146,15.91872755,17.01468616,18.12236625,19.27400191,19.92259061,20.40317139,20.98240798,21.44638333,21.96603572,22.49545601,22.95454741,23.39312622,23.87077663,24.3826147,24.9012903,25.16111649,25.60750962,26.048042,26.43387413,26.74840058,27.16353642,27.6040688,28.01920464,28.31712565,28.69025951,29.05460226,29.5488581,29.92199196,30.4367604,30.85287303,31.26019455,31.60109433,32.10609487,32.45676255,32.82208209,33.25284657,33.39252757,33.75393995,34.01083577,34.29215135,34.63500472,35.1253534,35.61570209,35.98688236,36.4117861,36.76636095,37.17465926,37.60053979,38.12214576,38.61249444,39.15461301,39.58928465,40.14507828,40.64421807,41.02711984,41.45593074,42.0478656,42.4170923,42.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128_FEB_LAP02,2.260220615,2.764019608,3.351350041,3.862980107,4.785306417,5.488362698,6.420260318,7.388702943,8.522468208,9.487430356,10.5611574,11.57919682,12.53110718,13.4995498,14.11907464,14.80211818,15.45731791,15.9880906,16.57629115,17.21669885,17.87189858,18.47402104,19.01871563,19.47900867,20.07591041,20.66759144,21.02695065,21.38456963,21.85878457,22.31298677,22.84462958,23.25097523,23.53202371,23.95316139,24.35515644,24.67623041,24.91986377,25.34622216,25.78128174,26.10844655,26.45997469,26.96290356,27.26657515,27.69728413,27.97485214,28.3542241,28.7083626,28.94677525,29.19127873,29.54367699,29.79253107,30.20583767,30.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129_FEB_LAP02,2.392726183,2.957608156,3.542241246,4.235505485,5.008761752,5.78399313,6.844628163,8.076110365,9.033052029,9.983080801,11.03087761,12.14286555,13.23806503,14.14365379,15.18256259,16.08321357,16.77252759,17.45591627,18.42964638,19.01822969,19.67989214,20.17367009,20.64473425,21.12172375,21.49897011,21.91966892,22.23074902,22.57639359,23.03461952,23.29335917,23.75948555,24.18117192,24.69272587,25.16181492,25.4600568,25.82150226,26.17603483,26.5305674,26.88213729,27.26629654,27.68403268,28.06819193,28.47210229,28.83256019,29.32930081,29.63741824,30.1065073,30.41659985,30.52424344,30.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130_FEB_LAP02,2.201644706,2.716015786,3.182164577,3.620987405,4.13294737,4.748585256,5.147222843,5.62944573,6.31420223,6.929840116,7.629867008,8.307390164,9.168158018,9.875418253,10.69841198,11.44425005,12.21419926,12.88448907,13.64800864,14.16237972,14.68398414,15.20237375,15.53591125,16.01813413,16.35488645,16.75352404,17.01312069,17.35791005,17.70511053,18.06999252,18.33039288,18.63017477,18.89700477,19.25786823,19.52550193,19.86386166,20.12988795,20.45779951,20.67962204,21.03325216,21.19801165,21.41581565,21.69550493,21.91973857,22.2765835,22.55145055,22.76845085,23.00152525,23.21932925,23.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131_FEB_LAP01,2.793715239,3.390508599,3.888286469,4.438272506,4.978356995,5.805586403,6.423983143,7.381732969,8.237766884,9.059595447,9.721198946,10.39180385,11.07681101,11.76091803,12.30010238,13.0571208,14.34612245,15.67383015,17.123957,17.96918923,19.05295877,20.3527621,21.19709419,21.80018853,22.37627865,23.03968243,23.7048865,24.2827769,24.71754491,25.13611039,25.42865616,25.86252403,26.18657472,26.58983781,26.92288991,27.42876904,27.75281974,28.13898015,28.53504211,28.77717998,29.13633617,29.59090728,29.91135741,30.21470487,30.52525345,30.7601902,31.12744765,31.35518328,31.66753214,31.88266579,32.15810888,32.46865746,32.73059844,32.97183618,33.29768715,33.57583067,33.92778572,34.36705444,34.74151302,35.15287737,35.44272271,35.76407299,36.05751889,36.27715325,36.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132_FEB_LAP01,1.608231667,1.963601164,2.274655999,2.688827642,3.214638144,3.732778801,4.266259149,4.91223056,5.511330694,6.125770519,6.963488062,7.689566745,8.497457112,9.289155582,10.54786241,11.65828556,12.88375639,13.78794592,14.58646204,15.36452523,15.95936433,16.77833337,17.51634292,17.92199251,18.55858967,19.10059207,19.51476371,20.13772559,20.73512131,21.14503193,21.49869702,21.92309512,22.14807725,22.50344674,22.9372191,23.23378645,23.45621196,23.801355,24.16098552,24.46607492,24.78735622,25.04813096,25.3779343,25.76313097,25.98299987,26.35797008,26.65112861,26.9886018,27.33033602,27.72831577,28.06834557,28.52768408,29.07394751,29.52135515,29.90058638,30.20056255,30.58235041,30.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133_FEB_LAP01,2.054780836,2.527088323,2.948819225,3.542510514,4.162657247,4.838827273,5.711078826,6.562321644,7.436129399,8.120080438,8.695097296,9.124609211,9.705850879,10.26452761,10.76329054,11.220036,11.85807906,12.59494099,13.39249482,14.11223852,14.75806259,15.5423887,16.19910619,16.59593786,17.14527737,17.60435713,18.04787487,18.52096046,18.83453528,19.1442196,19.43367328,19.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134_FEB_LAP01,2.660254638,3.280861452,4.015476036,4.766640134,5.583082876,6.40228387,7.366752829,8.281573243,9.207426667,10.03306358,10.84123157,11.97487335,12.86578891,14.03620739,15.04480839,15.93572394,16.96271329,17.92994051,18.81350072,19.64005706,20.05655319,20.6036066,21.09273671,21.57083381,21.99100761,22.59598433,23.04925715,23.50620765,23.89052417,24.31621447,24.77132614,25.15012615,25.6732747,26.1614854,26.54856017,26.87219513,27.17836115,27.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135_FEB_LAP02,2.06002253,2.459618713,2.939302739,3.720791476,4.455070538,5.140453864,5.782842665,6.511220517,7.162039617,7.779980549,8.375159674,9.052112701,9.699559681,10.54006051,11.48425403,12.27670215,13.32205926,14.2080837,15.09495118,15.87812598,16.55507901,17.30874776,17.86346144,18.41648907,18.98131912,19.56975401,20.15060162,20.64798928,21.27857566,21.81052754,22.19410615,22.54986478,22.68643563,22.99498458,23.25042264,23.51850616,23.88943932,24.1760695,24.45595543,25.01151215,25.38075926,25.73230273,26.11335226,26.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136_FEB_LAP01,2.266060072,2.877460057,3.513909814,4.036243944,4.735782015,5.411198084,6.250829323,7.091388331,7.797420788,8.712201342,9.644609514,10.615984,11.58828625,12.4668838,13.38351989,14.29922822,15.25390285,15.95065762,16.84781055,17.40539992,17.8655735,18.48717895,18.87498653,19.55133037,20.19984112,20.73145295,21.41058009,21.81323198,22.29010541,22.82078947,23.20581374,23.66413178,24.0871946,24.56314026,24.92960914,25.29607803,25.71821307,26.15704796,26.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137_FEB_LAP01,1.882428227,2.376404012,2.754010502,3.152990944,3.586803012,4.239895997,4.70141504,5.318884771,5.945062409,6.836435381,7.616980451,8.38723436,9.320563608,10.09240077,10.72332818,11.15951513,11.60678487,12.04059694,12.51636528,12.96363502,13.37607314,13.89617264,14.38223215,14.83979305,15.2957707,15.78895486,16.18318553,16.51962738,16.81411294,17.19409431,17.77752405,18.19867007,18.5746933,18.99425607,19.33465605,19.82863183,20.18961414,20.68596481,21.11344385,21.4783843,21.86628195,22.36975727,22.7117405,23.01493397,23.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13_MAY_LAP02,1.956558891,2.493605782,3.065171382,3.604626556,4.197866694,5.000627368,5.735956146,6.372545361,7.153631497,8.006163333,8.522338447,9.334732249,10.06684998,10.62557141,11.38979958,11.96377346,12.73201542,13.62950186,14.18099844,14.57916773,15.00141985,15.4903011,15.87080966,16.26175411,16.67517586,17.02357399,17.28607673,17.64089695,17.95397361,18.34973462,18.72141281,18.98792936,19.19905542,19.41740632,19.60685784,19.7810569,19.91431518,20.12223019,20.30445686,20.5324409,20.76283321,20.94586264,21.12086447,21.44357426,21.64506719,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_MAY_LAP01,1.519010548,1.807138198,2.116220586,2.560760389,2.88106853,3.273221487,3.725245125,4.151823724,4.651743906,5.355224402,5.900047595,6.500251167,7.06228718,7.723109817,8.410874259,8.828472255,9.261786306,9.658429564,10.14113693,10.55424462,10.88428175,11.28691207,11.72022612,12.28226214,12.68938277,13.13467095,13.58669459,14.03198278,14.40018746,14.70777308,15.01685547,15.37308602,15.75176807,16.12670821,16.57349316,17.01354267,17.35106363,17.70804256,18.10244067,18.36063298,18.77823097,19.27291247,19.74663923,20.12083098,20.33486867,20.59081583,20.9186078,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_MAY_LAP02,2.890930276,3.664779546,4.480103092,5.244848253,6.056125528,6.933154701,7.720154352,8.796462357,9.979996536,11.38809874,12.69605574,13.82597683,14.97309458,16.1050388,17.14290724,18.16560215,19.06589738,19.9884471,20.98787597,21.78701443,22.61751149,23.44092757,24.11867792,24.68110954,25.26883036,25.79889182,26.23083122,26.57375266,27.06537455,27.68546554,28.13257845,28.52304357,28.95599453,29.36669101,29.68230012,29.96553907,30.27305565,30.7252264,31.025662,31.35745619,31.69026196,31.96136209,32.32148019,32.63304303,32.90717787,33.39374192,33.75082531,34.0451915,34.45184171,34.7836359,35.20647119,35.64447999,36.00257495,36.33538072,36.83812985,37.06573258,37.3590872,37.71212432,37.90634531,38.10663571,38.37773585,38.63770874,38.89667007,39.14551571,39.38626882,39.61083684,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17_MAY_LAP02,3.28641612,4.089829273,4.838106228,5.911949298,6.673353919,7.33104998,8.306435556,9.042897612,9.988089556,11.18533269,12.67532276,14.18500434,16.01631373,17.43935271,18.91227683,20.55454783,22.30840399,24.01631332,25.14004152,26.64315927,28.30512177,29.94739277,31.17745507,32.32612583,33.62839029,34.62478013,35.79708069,36.88405143,37.52336876,38.24407761,38.91752687,39.80889539,40.39438928,40.88930229,41.17679817,41.57981751,41.99465176,42.3346583,42.68647975,42.97397563,43.5135227,43.90603991,44.31956139,45.00745108,45.57062794,46.04847498,46.81250514,47.3953735,48.00580997,48.6136209,49.22274459,49.84105766,50.39241962,51.00285609,51.63298405,52.05832043,52.5742377,53.05471027,53.55881264,54.09048311,54.6877919,55.04223888,55.43738163,55.8351499,56.20797561,56.48234383,56.90505467,57.31332508,57.64282949,58.078668,58.53419801,58.92802798,59.34548776,59.64479854,60.10557962,60.43902233,60.83679061,61.15841842,61.59294416,61.90144431,62.28083385,62.6129638,62.95297035,63.28247476,63.7642601,64.28542843,64.63199881,65.21486718,65.51680349,65.86993771,66.32415495,66.75736792,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_MAY_LAP02,2.849694605,3.270021216,3.781229256,4.311026679,5.116566621,5.688706528,6.5851279,7.352456332,8.086736971,9.150462792,10.18010808,11.16224716,12.18776147,13.04597133,14.094206,15.16206279,16.24024702,17.58281359,18.83553148,19.79185197,20.84731585,22.03393814,22.95721085,23.84743576,24.8120182,25.85818738,26.50984854,26.97355038,27.61281861,28.2035479,28.86347101,29.4376764,30.13168005,30.71414739,31.28215632,31.91212987,32.55346359,33.26192564,33.81237794,34.31532403,34.82549932,35.55151802,35.96358268,36.37564734,36.74743501,37.17085985,37.53438556,37.96297412,38.31617241,38.6435521,39.05561676,39.45735399,39.90246644,40.28561429,40.66772939,40.97135598,41.29770293,41.59306758,41.96278976,42.39137832,42.65782614,42.94802707,43.28366871,43.61621213,44.05306263,44.39799897,44.8947486,45.17875306,45.55673719,46.05348682,46.42630723,46.90653297,47.2824516,47.70381096,48.18506944,48.57234826,48.83776334,49.24569703,49.4894245,49.87050685,50.16896973,50.47362907,50.85677691,51.13768315,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19_MAY_LAP02,2.447443983,3.027339345,3.412695171,3.801774242,4.266249018,4.930848196,5.683874436,6.373605516,7.211335572,7.934575855,8.672709116,10.03448586,11.23430147,12.29449539,13.09220057,14.33855673,15.84647083,16.75401173,18.20980041,19.44312521,20.41768451,21.61284606,22.61532969,23.74440365,24.42948067,24.94887331,25.3649459,25.77636444,26.2063992,26.66528911,27.06553792,27.4806797,28.03823559,28.44406926,28.98207812,29.3050696,29.63923081,29.89427307,30.28986782,30.52163981,30.83997723,31.15738384,31.36309311,31.59393428,31.88900142,32.14962855,32.44655731,32.73790121,33.08230135,33.44159446,33.68825942,33.98704981,34.41522295,34.89365989,35.37023521,35.73790563,36.18283337,36.53747242,36.91817419,37.29608353,37.89738755,38.34510772,38.87567009,39.22658591,39.53003035,39.9088705,40.18345979,40.54182209,40.84526654,41.17291207,41.48101057,41.81982584,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_MAR_LAP02,2.044139196,2.342927825,2.576107082,2.808399726,3.166591436,3.925532286,4.57807956,5.529415463,6.210334357,6.822984039,7.456025823,8.229152484,9.072321584,10.15310301,10.87214626,11.94672139,12.69147644,13.80062948,14.82555427,15.84338616,16.9791376,17.62902503,18.38530604,18.949192,19.65138961,20.34738093,20.90594721,21.60637159,22.07184349,22.49830441,23.09410845,23.71296442,24.20680794,24.73168292,25.35851842,25.85058871,26.22917252,26.59977682,27.1246518,27.63002129,28.10524593,28.41910699,28.79237112,29.18159429,29.51052777,29.91305013,30.33064492,30.63120678,30.99117172,31.26602179,31.5435317,31.74922595,32.05776733,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_MAY_LAP01,2.978709403,3.657033295,4.14976777,4.721730476,5.241597906,5.762550655,6.189080718,6.967253887,7.801863604,8.552903817,9.412475852,10.2253792,11.44310625,12.26469215,13.31853615,14.25299514,15.28187682,16.31184382,17.233279,18.29580554,19.57539573,20.76707514,21.46819072,22.39830844,23.03647555,23.84937891,24.52553216,25.21687987,25.81814617,26.2663826,26.6950833,27.0467264,27.42984374,27.84226466,28.16786013,28.49128496,28.81796575,29.19565649,29.60265083,30.00204794,30.35043509,30.64781228,30.94410416,31.23605476,31.5659915,31.90461079,32.29424003,32.60247041,32.87054401,33.19505416,33.47832222,33.72468945,34.06222342,34.46813244,34.77093622,35.04226578,35.3591787,35.69345672,36.0201375,36.41193738,36.73970349,37.06529896,37.42562461,37.70672203,37.98564881,38.37961933,38.6693993,38.96569117,39.31190769,39.65920952,40.04883876,40.31582705,40.59258319,40.88561911,41.14501017,41.32625831,41.51293305,41.85589361,42.26071731,42.65468782,42.96400352,43.22882117,43.4035574,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21_APRIL_LAP01,1.617808975,1.914999308,2.22207539,2.646544743,3.074721252,3.481890544,4.059589008,4.449458239,5.020360251,5.579522936,6.036120973,6.524847696,7.279253926,7.991027862,8.592204981,9.322514697,9.976209858,10.51251175,11.11492459,11.60612274,12.25425717,12.79920909,13.21502841,13.61725483,14.0126848,14.33150021,14.67194069,14.92835231,15.23357481,15.51593652,15.81003756,16.0676849,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22_APRIL_LAP01,1.622447113,2.026080663,2.337316172,2.582900441,2.893528067,3.254002006,3.707481869,4.427213983,4.968228832,5.611367833,6.193718648,6.837465531,7.549903063,8.312794788,9.005780101,9.634937819,10.26956647,10.96923849,11.58259128,12.1612948,12.71264364,13.1861836,13.68525461,14.00803987,14.28584188,14.563036,14.85238776,15.25845284,15.62014254,15.92043618,16.18851208,16.51008158,16.82314073,17.05413584,17.25838414,17.49059501,17.6583704,17.82371426,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_MAR_LAP01,1.878270018,2.431256996,2.726712558,3.194149717,3.630718383,4.133433818,4.698768193,5.490765491,6.139885772,6.944230467,7.819131715,8.651699031,9.386369131,9.931418497,10.63786598,11.28081256,11.85937629,12.56317789,13.28109081,13.99371199,14.67105489,15.15436728,15.6244503,15.9498924,16.31325865,16.64663835,17.06468593,17.60973529,17.94840674,18.39644085,18.84800278,19.31808581,19.67968814,20.02894308,20.46110196,20.91266389,21.28043992,21.64821595,21.91985868,22.30086406,22.54781199,22.79652384,23.00025588,23.22162706,23.40242823,23.58146548,23.76844034,23.99422131,24.18031422,24.34964994,24.63011224,24.85765712,25.05433351,25.27835056,25.57733395,25.82339993,26.05270872,26.27760773,26.45399911,26.72828771,26.93995737,27.15515485,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_MAR_LAP02,2.393420272,2.746083403,3.227638643,3.641167492,4.281152616,4.973947701,5.635414843,6.272714715,7.168693888,8.064673061,9.076118082,9.819037876,10.82242714,11.75689493,13.07714396,14.13334319,14.89595483,15.96826557,17.16141266,17.7163648,18.3518745,18.99185962,19.45193284,20.19664281,20.75517528,21.36204229,21.95548304,22.38064798,22.65275355,22.93380995,23.18622366,23.45116856,23.69731668,24.00343544,24.29612794,24.59687619,24.83765381,25.07216584,25.34158615,25.61190155,25.83030206,26.04691241,26.29753596,26.55711034,26.87934062,27.16487244,27.5103749,27.83618551,28.11903208,28.39203273,28.67845964,28.95414554,29.19581824,29.39900233,29.63261928,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_MAR_LAP02,3.668240481,4.800491741,5.662880007,6.176793015,6.846757232,7.683332516,8.707638579,9.738984546,10.73043772,11.77821013,13.12517847,14.09668525,15.13859108,15.94818006,17.19893638,18.64211674,19.69927569,20.50886467,21.40997241,22.80270013,23.99244394,24.68704782,25.26431997,25.82164572,26.42473085,26.99026982,27.53586239,27.89137756,28.25393262,28.51323576,29.00602906,29.52111538,29.85668415,30.21102599,30.5559813,30.99597531,31.5016751,31.99564171,32.53888765,32.80757733,33.26165115,33.68639204,33.92105551,34.26718414,34.6426457,35.04626687,35.57777964,36.31227631,36.6760047,37.14298501,37.59940547,37.96313385,38.42542089,38.76802956,39.19863704,39.42391397,39.71607,40.23350296,40.70048327,41.20618306,41.63092394,42.13075714,42.53085837,43.05767786,43.42961947,43.89659978,44.25094163,44.58064381,44.89039959,45.15556932,45.4312989,45.73753473,46.08131672,46.37464607,46.72781459,47.01527735,47.36257929,47.60193603,47.85302595,48.11702236,48.44672454,48.75061374,49.13076856,49.58953566,50.01544986,50.43549748,50.93181073,51.46801676,51.78598577,52.10160814,52.41371056,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_MAR_LAP02,2.282086141,2.708677039,2.961226418,3.489026242,3.986557976,4.447200476,5.042157626,5.81777744,6.574479697,7.540220953,8.311111378,9.277798512,10.20948817,11.12131439,12.05962519,12.93645393,13.86814358,14.68538202,15.42032909,16.30567073,17.61760327,18.54929292,19.15465473,19.58029975,20.08729026,20.74940474,21.25355761,21.73973882,22.28456444,22.84452411,23.32786768,23.8045901,24.15834841,24.5934522,25.05504058,25.58189453,25.97916321,26.36035198,26.80869806,27.24663949,27.61364009,27.98253244,28.36466708,28.8328766,29.30581551,29.82888595,30.2403428,30.56572477,30.84854224,31.24959444,31.57308465,31.92211357,32.34208332,32.84056093,33.28417763,33.59631731,33.90845699,34.15154759,34.34829018,34.5904349,34.78906925,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_MAR_LAP02,2.627746324,2.922954089,3.159487019,3.482198614,4.087282853,4.531011296,4.915148108,5.33320631,5.864947006,6.295840328,6.728567238,7.316232386,7.902063945,8.649251302,9.40744019,9.944681651,10.57451934,11.23919521,12.00655204,12.54837747,13.14887774,13.77413145,14.6505868,15.3592688,16.09728821,16.77204882,17.41197124,17.87953634,18.29759454,18.71565274,19.08970482,19.36107593,19.76904939,20.25219999,20.89120562,21.4577845,21.89601218,22.2948177,22.85589581,23.10159668,23.41422354,23.69842977,24.03581008,24.30809799,24.62530881,24.93060132,25.19280449,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_JUN_LAP02,3.000016802,3.681078409,4.303929622,4.976841774,5.437868093,6.15152752,7.038653921,7.82798686,8.598692474,9.467191548,10.69310244,11.7816368,12.91557527,14.12053043,15.2847383,16.31273385,17.2953253,18.8332439,19.99628757,21.24548262,22.46673668,23.91268286,24.91739426,25.55421597,25.97449501,26.57173365,27.13288185,27.77319618,28.13642903,28.60676902,29.13881201,29.60216675,30.14818024,30.59523607,31.19945995,31.60693271,32.02255492,32.38462357,32.81421628,33.26360052,33.66990906,34.13792063,34.4150021,34.83877377,35.18920034,35.67234661,36.13220872,36.49078475,36.99721517,37.34880595,37.5932896,37.88550578,38.22196186,38.53164115,38.93096445,39.33960142,39.7505668,40.32335707,40.71336671,41.11851105,41.58535841,41.92181448,42.30949571,42.60753292,42.85434499,43.11279914,43.36543225,43.58663174,43.77523342,43.99177609,44.2455734,44.45047399,44.68098715,44.954576,45.30150994,45.52270944,45.72877423,46.04078195,46.35744649,46.64617004,46.94187884,47.24340868,47.53329644,47.90700717,48.28188211,48.59971086,48.86864287,49.22139786,49.48218042,49.73714195,49.95717724,50.24240817,50.59865578,50.87224463,51.13768402,51.44154228,51.81292459,52.09233448,52.46720942,52.7454551,52.9817893,53.19716775,53.44747245,53.68147823,53.96205233,54.20304336,54.46615434,54.79562517,55.02031729,55.29623455,55.54421083,55.8201281,56.08091066,56.34169322,56.53960856,56.77012172,56.98666439,57.33941937,57.61650085,57.89241811,58.09615449,58.30920453,58.63052591,58.97280302,59.38260419,59.6643425,59.83897368,60.01476907,60.17426555,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
